"大分類カテゴリーコード","大分類カテゴリー","中分類カテゴリーコード","中分類カテゴリー","小分類カテゴリーコード","小分類カテゴリー"
"100000048","おもちゃ・知育","200000555","知育玩具","300003157","工作"
"100000048","おもちゃ・知育","200000556","自然・科学","300003158","植物・育成"
"100000048","おもちゃ・知育","200000556","自然・科学","300003159","昆虫・飼育"
"100000048","おもちゃ・知育","200000556","自然・科学","300003160","地球儀"
"100000048","おもちゃ・知育","200000556","自然・科学","300003161","天体望遠鏡・顕微鏡"
"100000048","おもちゃ・知育","200000557","ボードゲーム・カード","300003162","カードゲーム"
"100000048","おもちゃ・知育","200000558","フィギュア","300003163","映画・スポーツ・人物"
"100000048","おもちゃ・知育","200000558","フィギュア","300003164","動物・恐竜"
"100000048","おもちゃ・知育","200000559","子供用文房具","300003166","ペン・色鉛筆"
"100000048","おもちゃ・知育","200000559","子供用文房具","300003167","筆箱・ペン立て"
"100000012","テレビ・カメラ・オーディオ","200000093","テレビ・レコーダー","300002923","壁掛け部品"
"100000010","パソコン・ゲーム","200000085","モニター・プロジェクター","300002924","プロジェクタースクリン"
"100000017","家具・インテリア","200000605","カーテン・ソファカバー・クッション","300002925","ソファカバー"
"100000017","家具・インテリア","200000605","カーテン・ソファカバー・クッション","300002926","クッション・座布団"
"100000017","家具・インテリア","200000493","インテリア・装飾","300002927","ウォールステッカー"
"100000017","家具・インテリア","200000132","ソファ・椅子","300002928","座椅子"
"100000017","家具・インテリア","200000132","ソファ・椅子","300002929","スツール"
"100000017","家具・インテリア","200000598","デスク・テーブル","300002930","机・デスク"
"100000017","家具・インテリア","200000599","ハンガーラック・チェスト","300002931","ハンガーラック"
"100000017","家具・インテリア","200000602","ミラー・ドレッサー","300002932","鏡・ミラー"
"100000017","家具・インテリア","200000598","デスク・テーブル","300002933","テーブル"
"100000017","家具・インテリア","200000598","デスク・テーブル","300002934","サイドテーブル"
"100000017","家具・インテリア","200000598","デスク・テーブル","300002935","こたつ"
"100000017","家具・インテリア","200000601","キッチン家具","300002936","レンジ台"
"100000017","家具・インテリア","200000600","本棚・ラック","300002937","本棚"
"100000017","家具・インテリア","200000601","キッチン家具","300002938","食器棚"
"100000017","家具・インテリア","200000599","ハンガーラック・チェスト","300002939","チェスト"
"100000017","家具・インテリア","200000600","本棚・ラック","300002940","ラック"
"100000017","家具・インテリア","200000493","インテリア・装飾","300002941","収納ボックス"
"100000017","家具・インテリア","200000493","インテリア・装飾","300002942","ゴミ箱"
"100000013","スマホケース・保護フィルム","200000585","GALAXY","300002465","Galaxy S6"
"100000013","スマホケース・保護フィルム","200000585","GALAXY","300002466","GALAXY Note edge"
"100000013","スマホケース・保護フィルム","200000420","Xperia","300002467","Xperia XZ"
"100000053","タブレット・ ノートPC","200000593","タブレットPC","300002468","Androidタブレット"
"100000052","スマホ本体・アクセサリー","200000103","ケーブル・アダプタ","300002469","iPhone Lightning ケーブル"
"100000052","スマホ本体・アクセサリー","200000478","スマホアクセサリー","300002470","ストラップ"
"100000052","スマホ本体・アクセサリー","200000103","ケーブル・アダプタ","300002471","車載用充電器"
"100000048","おもちゃ・知育","200000549","ミニカー・電車・飛行機","300002504","ミニカー"
"100000048","おもちゃ・知育","200000551","水あそび用品","300002505","その他水あそび用品"
"100000001","レディース服","200000002","ワンピース","300002506","ロング・マキシ丈/長袖"
"100000004","腕時計・ジュエリー","200000038","ブレスレット・アンクレット","300002513","革"
"100000006","コスメティック","200000054","スキンケア","300002514","ミスト"
"100000006","コスメティック","200000054","スキンケア","300002515","セット商品"
"100000006","コスメティック","200000056","メイクアップ","300002516","コンシーラー"
"100000006","コスメティック","200000056","メイクアップ","300002517","プライマー"
"100000007","ヘア・ボディ・ネイル","200000062","ヘアケア・シャワー","300002518","ヘアエッセンス"
"100000007","ヘア・ボディ・ネイル","200000062","ヘアケア・シャワー","300002519","男性ヘアケア"
"100000007","ヘア・ボディ・ネイル","200000065","ボディ・シェービング","300002520","フットケア"
"100000011","キッチン・生活家電","200000098","健康家電","300002521","その他健康家電"
"100000016","キッズファッション","200000125","男女兼用・その他の子供服","300002525","雨具・その他"
"100000050","香水･ブランドコスメ","200000516","RMK","300002539","RMK"
"100000050","香水･ブランドコスメ","200000517","ディオール","300002540","Dior"
"100000007","ヘア・ボディ・ネイル","200000064","ハンドケア","300002541","ハンドソープ"
"100000007","ヘア・ボディ・ネイル","200000064","ハンドケア","300002542","ハンドケア関連商品"
"100000007","ヘア・ボディ・ネイル","200000440","ネイル","300002543","ラインストーン"
"100000007","ヘア・ボディ・ネイル","200000440","ネイル","300002544","デコパーツ"
"100000007","ヘア・ボディ・ネイル","200000440","ネイル","300002545","マニキュア"
"100000007","ヘア・ボディ・ネイル","200000440","ネイル","300002546","ジェルネイル"
"100000007","ヘア・ボディ・ネイル","200000440","ネイル","300002547","キューティクルオイル・リムーバー"
"100000007","ヘア・ボディ・ネイル","200000440","ネイル","300002548","ベースコート・トップコート"
"100000007","ヘア・ボディ・ネイル","200000440","ネイル","300002549","UVライト・スターターセット"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002563","酵素配合"
"100000035","健康食品・サプリ","200000563","スポーツ・ダイエットツサプリ","300002565","アミノ酸配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002566","食物繊維配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002567","植物性成分配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002568","動物性エキス配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002569","その他健康サプリ"
"100000022","お酒・ビール・ワイン","200000412","チューハイ・カクテル","300002570","ノンアルコール　カクテル"
"100000035","健康食品・サプリ","200000184","健康飲料","300002571","特定保健用飲料"
"100000035","健康食品・サプリ","200000184","健康飲料","300002572","健康酢・酢飲料"
"100000035","健康食品・サプリ","200000188","ダイエット食品","300002573","ダイエットドリンク"
"100000035","健康食品・サプリ","200000188","ダイエット食品","300002574","ダイエットスイーツ"
"100000035","健康食品・サプリ","200000563","スポーツ・ダイエットツサプリ","300002575","その他スポーツサプリ"
"100000035","健康食品・サプリ","200000188","ダイエット食品","300002576","ダイエット茶"
"100000023","ダイエット・美容・コンタクト","200000443","美容グッズ","300002577","美顔器・フェイスローラー"
"100000023","ダイエット・美容・コンタクト","200000443","美容グッズ","300002578","除毛・脱毛"
"100000023","ダイエット・美容・コンタクト","200000443","美容グッズ","300002579","その他美容グッズ"
"100000013","スマホケース・保護フィルム","200000586","ARROWS","300002580","ARROWS Fit"
"100000013","スマホケース・保護フィルム","200000587","AQUOS PHONE","300002581","AQUOS"
"100000013","スマホケース・保護フィルム","200000589","その他スマホケース","300002582","REGZA PHONEケース"
"100000013","スマホケース・保護フィルム","200000589","その他スマホケース","300002583","MEDIASケース"
"100000013","スマホケース・保護フィルム","200000589","その他スマホケース","300002584","HTCケース"
"100000042","シューズ","200000033","パンプス","300002585","ハンドメードシューズ・オーダーメードシューズ"
"100000001","レディース服","200000002","ワンピース","300002768","ミニ・ひざ丈/袖なし"
"100000001","レディース服","200000002","ワンピース","300002769","ミニ・ひざ丈/半袖"
"100000001","レディース服","200000002","ワンピース","300002770","ロング・マキシ丈/袖なし"
"100000001","レディース服","200000002","ワンピース","300002771","ロング・マキシ丈/半袖"
"100000008","スポーツ","200000070","フィットネス・ヨガ","300002776","フィットネスウエア・トップス"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300002790","乱視用コンタクトレンズ"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300002792","コンタクトレンズケース"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300002793","コンタクト保存液・ケア用品"
"100000009","車・バイク用品","200000081","パーツ・工具","300002795","カーバッテリー"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002796","D&G"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002797","ORIENT"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002798","Vivienne Westwood"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002799","adidas"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002800","COACH"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002801","MARC JACOBS"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002802","ARMANI"
"100000052","スマホ本体・アクセサリー","200000478","スマホアクセサリー","300002830","タッチペン"
"100000052","スマホ本体・アクセサリー","200000478","スマホアクセサリー","300002831","スタンド"
"100000052","スマホ本体・アクセサリー","200000478","スマホアクセサリー","300002832","その他スマホアクセサリー"
"100000049","下着・ソックス","200000504","キャミソール・ペチコート","300002833","キャミソール・スリップ"
"100000049","下着・ソックス","200000504","キャミソール・ペチコート","300002834","ペチコート"
"100000049","下着・ソックス","200000506","スポーツ用インナー","300002835","スポーツ用インナー"
"100000052","スマホ本体・アクセサリー","200000537","スマートウォッチ","300002836","スマートウォッチ"
"100000053","タブレット・ ノートPC","200000536","タブレットアクセサリー","300002837","その他タブレットアクセサリー"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002838","Folli Follie"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002839","SWATCH"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002840","Michael Kors"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002841","Alessandra Olla"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002842","Kate Spade"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002843","Baby-G"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002844","BOY LONDON"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002845","GUESS"
"100000010","パソコン・ゲーム","200000482","ゲーム機・ソフト・アクセサリ","300002783","PS4"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300002784","1day コンタクトレンズ"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300002785","1week コンタクトレンズ"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300002786","2week コンタクトレンズ"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300002787","カラコン"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300002788","1か月以上 コンタクトレンズ"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300002789","連続装用コンタクトレンズ"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002803","GUCCI"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002804","TIMEX"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002805","FOSSIL"
"100000009","車・バイク用品","200000078","電子系カー用品","300002806","カーオーディオ"
"100000009","車・バイク用品","200000078","電子系カー用品","300002807","ドライブレコーダー"
"100000009","車・バイク用品","200000078","電子系カー用品","300002808","カースピーカー"
"100000009","車・バイク用品","200000078","電子系カー用品","300002809","車載カメラ / 車載モニター"
"100000009","車・バイク用品","200000078","電子系カー用品","300002810","DSRC / ETC"
"100000040","ペット用品","200000475","犬用品","300002812","ペットシーツ・トイレ"
"100000040","ペット用品","200000475","犬用品","300002813","ペット食器"
"100000040","ペット用品","200000475","犬用品","300002814","お手入れ用品"
"100000040","ペット用品","200000475","犬用品","300002815","ハウス・キャリーバック"
"100000053","タブレット・ ノートPC","200000593","タブレットPC","300002885","iPad"
"100000053","タブレット・ ノートPC","200000536","タブレットアクセサリー","300002887","タブレット用アクセサリー"
"100000052","スマホ本体・アクセサリー","200000103","ケーブル・アダプタ","300002888","micro USBケーブル"
"100000053","タブレット・ ノートPC","200000536","タブレットアクセサリー","300002889","タブレットケース"
"100000052","スマホ本体・アクセサリー","200000103","ケーブル・アダプタ","300002890","AC/コンセント充電器"
"100000052","スマホ本体・アクセサリー","200000590","SIMフリー本体","300002893","中古スマホ本体"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","300002894","ベッド"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","300002895","マットレス"
"100000046","キッチン用品","200000494","調理用品","300002896","鍋"
"100000046","キッチン用品","200000494","調理用品","300002897","ケトル"
"100000007","ヘア・ボディ・ネイル","200000440","ネイル","300002550","ネイル関連商品"
"100000007","ヘア・ボディ・ネイル","200000440","ネイル","300002551","ネイルセット・ネイルツール"
"100000055","米・雑穀","200000618","無洗米","300002552","無洗米"
"100000055","米・雑穀","200000619","玄米","300002553","玄米"
"100000021","水･ソフトドリンク･茶","200000164","ミネラルウォーター","300002554","炭酸水"
"100000022","お酒・ビール・ワイン","220000046","ノンアルコール","300002555","ノンアルコールビール"
"100000035","健康食品・サプリ","200000441","美容サプリ","300002556","プラセンタ配合"
"100000035","健康食品・サプリ","200000441","美容サプリ","300002557","コラーゲン配合"
"100000035","健康食品・サプリ","200000563","スポーツ・ダイエットツサプリ","300002559","カルニチン配合"
"100000035","健康食品・サプリ","200000441","美容サプリ","300002560","その他美容サプリ"
"100000035","健康食品・サプリ","200000564","ビタミン・ミネラル類","300002561","ビタミン類"
"100000035","健康食品・サプリ","200000184","健康飲料","300002562","青汁・ケール飲料"
"100000020","食品","200000156","野菜・きのこ","300003197","ねぎ類"
"100000020","食品","200000156","野菜・きのこ","300003198","豆類"
"100000020","食品","200000156","野菜・きのこ","300003199","根菜類"
"100000020","食品","200000156","野菜・きのこ","300003200","にんにく・しょうが"
"100000020","食品","200000156","野菜・きのこ","300003201","きのこ"
"100000020","食品","200000156","野菜・きのこ","300003202","トマト"
"100000020","食品","200000155","惣菜・食材・おせち","300003203","冷凍食品"
"100000020","食品","200000155","惣菜・食材・おせち","300003204","レトルトカレー"
"100000020","食品","200000155","惣菜・食材・おせち","300003205","おせち"
"100000020","食品","200000158","調味料・ソース・油","300003206","砂糖"
"100000020","食品","200000158","調味料・ソース・油","300003207","しお"
"100000020","食品","200000158","調味料・ソース・油","300003208","酢"
"100000020","食品","200000158","調味料・ソース・油","300003209","しょうゆ・だし"
"100000020","食品","200000158","調味料・ソース・油","300003210","油"
"100000020","食品","200000158","調味料・ソース・油","300003211","ソース・たれ"
"100000006","コスメティック","200000056","メイクアップ","300003228","まつげ美容液"
"100000006","コスメティック","200000056","メイクアップ","300003229","つけまつげ"
"100000035","健康食品・サプリ","200000188","ダイエット食品","300003230","ダイエットスープ"
"100000035","健康食品・サプリ","200000562","スーパーフード","300003231","チアシード"
"100000035","健康食品・サプリ","200000562","スーパーフード","300003232","ココナッツオイル"
"100000035","健康食品・サプリ","200000562","スーパーフード","300003233","アサイー"
"100000035","健康食品・サプリ","200000562","スーパーフード","300003234","クルミ"
"100000035","健康食品・サプリ","200000562","スーパーフード","300003235","バジルシード"
"100000035","健康食品・サプリ","200000562","スーパーフード","300003236","キヌア"
"100000035","健康食品・サプリ","200000562","スーパーフード","300003237","ヘンプシード"
"100000035","健康食品・サプリ","200000441","美容サプリ","300003238","ヒアルロン酸配合"
"100000035","健康食品・サプリ","200000441","美容サプリ","300003239","プエラリア配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003240","乳酸菌配合"
"100000021","水･ソフトドリンク･茶","200000164","ミネラルウォーター","300000585","海外名水"
"100000021","水･ソフトドリンク･茶","200000165","日本茶","300000586","緑茶"
"100000021","水･ソフトドリンク･茶","200000165","日本茶","300000587","麦茶"
"100000021","水･ソフトドリンク･茶","200000165","日本茶","300000588","セット・詰め合わせ"
"100000021","水･ソフトドリンク･茶","200000165","日本茶","300000589","その他 日本茶"
"100000021","水･ソフトドリンク･茶","200000166","紅茶","300000590","紅茶"
"100000021","水･ソフトドリンク･茶","200000167","中国茶","300000591","中国茶"
"100000021","水･ソフトドリンク･茶","200000168","ハーブティー","300000592","ハーブティー"
"100000021","水･ソフトドリンク･茶","200000169","牛乳・豆乳・乳製品","300000593","牛乳・豆乳・乳製品"
"100000021","水･ソフトドリンク･茶","200000170","ソフトドリンク","300000595","ジュース"
"100000021","水･ソフトドリンク･茶","200000170","ソフトドリンク","300000596","野菜ジュース"
"100000021","水･ソフトドリンク･茶","200000170","ソフトドリンク","300000597","炭酸飲料"
"100000021","水･ソフトドリンク･茶","200000170","ソフトドリンク","300000598","セット・詰め合わせ"
"100000021","水･ソフトドリンク･茶","200000170","ソフトドリンク","300000599","その他 ソフトドリンク"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003241","ウコン加工食品"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003242","ローヤルゼリー配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003243","プロポリス配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003244","DHA・EPA配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003245","グルコサミン配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003246","ブルーベリーエキス配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003247","マカ配合"
"100000035","健康食品・サプリ","200000564","ビタミン・ミネラル類","300003248","ミネラル類"
"100000002","メンズファッション","200000020","トップス","300003249","Tシャツ"
"100000020","食品","200000158","調味料・ソース・油","300003250","みそ"
"100000028","Qoo10 Event / Lucky Chance","200000228","Qoo10 Event","300003251","ギフト券"
"100000027","Qoo10","200000216","Qoo10","300003252","精算金"
"100000027","Qoo10","200000216","Qoo10","300003253","Callpoint / Qポイント"
"100000054","自転車、電動ボード、ドローン","200000608","サイクルウェア、ヘルメット","300003414","ヘルメット"
"100000054","自転車、電動ボード、ドローン","200000611","電動ボード","300003415","電動ボード"
"100000054","自転車、電動ボード、ドローン","200000612","ドローン","300003416","ドローン"
"100000054","自転車、電動ボード、ドローン","200000076","自転車本体","300003417","幼児用、子供用自転車"
"100000055","米・雑穀","200000151","米","300003419","コシヒカリ"
"100000055","米・雑穀","200000151","米","300003420","あきたこまち"
"100000055","米・雑穀","200000151","米","300003421","つや姫"
"100000055","米・雑穀","200000151","米","300003422","はえぬき"
"100000055","米・雑穀","200000151","米","300003423","ななつぼし"
"100000055","米・雑穀","200000151","米","300003424","ゆめぴりか"
"100000055","米・雑穀","200000151","米","300003425","ミルキークイーン"
"100000055","米・雑穀","200000151","米","300003426","ひとめぼれ"
"100000055","米・雑穀","200000151","米","300003427","ブレンド米"
"100000055","米・雑穀","200000151","米","300003428","その他"
"100000055","米・雑穀","200000617","雑穀","300003429","もち麦・麦類"
"110000001","Qpay","210000001","Shop Qpay","310000002","SHOPギフト券"
"100000055","米・雑穀","200000617","雑穀","320000001","キヌア"
"100000055","米・雑穀","200000617","雑穀","320000002","黒米"
"100000055","米・雑穀","200000617","雑穀","320000003","その他"
"100000054","自転車、電動ボード、ドローン","200000608","サイクルウェア、ヘルメット","300003413","サイクルウェア"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000012","Nintendo DS"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000013","Wii"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000014","WiiU"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000015","Xbox360"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000016","XboxOne"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000017","その他"
"120000002","寝具・ベッド・マットレス","200000131","布団","320000018","掛け布団"
"120000002","寝具・ベッド・マットレス","200000131","布団","320000019","敷き布団"
"120000002","寝具・ベッド・マットレス","200000131","布団","320000020","子供用布団"
"120000002","寝具・ベッド・マットレス","220000006","毛布・ブランケット・タオルケット","320000022","ブランケット"
"120000002","寝具・ベッド・マットレス","220000006","毛布・ブランケット・タオルケット","320000023","着る毛布"
"120000002","寝具・ベッド・マットレス","220000006","毛布・ブランケット・タオルケット","320000024","タオルケット・涼感クールケット"
"120000002","寝具・ベッド・マットレス","220000007","布団カバー・シーツ・敷パッド","320000025","シーツ"
"120000002","寝具・ベッド・マットレス","220000007","布団カバー・シーツ・敷パッド","320000026","敷パッド"
"120000002","寝具・ベッド・マットレス","220000007","布団カバー・シーツ・敷パッド","320000027","涼感・クール敷パッド"
"120000002","寝具・ベッド・マットレス","220000008","枕・ピロー","320000028","抱き枕"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","320000029","2段・3段ベッド"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","320000030","すのこベッド"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","320000031","折り畳みベツド"
"100000011","キッチン・生活家電","200000094","キッチン家電","320000032","給湯器"
"100000013","スマホケース・保護フィルム","200000490","iPhone","320000033","iPhoneX"
"100000013","スマホケース・保護フィルム","200000585","GALAXY","320000034","GALAXY S8・S8+"
"100000011","キッチン・生活家電","200000096","季節家電","320000035","石油ストーブ"
"100000011","キッチン・生活家電","200000096","季節家電","320000036","オイルヒーター"
"100000011","キッチン・生活家電","200000096","季節家電","320000037","パネルヒーター"
"100000011","キッチン・生活家電","200000096","季節家電","320000038","セラミックヒーター"
"100000011","キッチン・生活家電","200000096","季節家電","320000039","ハロゲンヒーター"
"100000011","キッチン・生活家電","200000096","季節家電","320000040","ガスストーブ"
"100000011","キッチン・生活家電","200000096","季節家電","320000041","ガスヒーター"
"100000052","スマホ本体・アクセサリー","220000032","ネットワーク用品","320000044","Wi-Fi関連機器"
"120000001","ゲーム・関連グッズ","220000004","ゲーム機","320000004","ゲーム機"
"120000001","ゲーム・関連グッズ","220000005","ゲーム関連グッズ","320000005","ゲーム関連グッズ"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000006","PlayStation4"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000007","PlayStation3"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000008","PSP"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000009","PS Vita"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000010","Nintendo Switch"
"120000001","ゲーム・関連グッズ","220000001","ゲームソフト","320000011","Nintendo 3DS"
"100000008","スポーツ","200000068","スポーツブランド","300000213","ADIDAS(アディダス）"
"100000008","スポーツ","200000068","スポーツブランド","300000214","その他ブランド"
"100000008","スポーツ","200000069","水泳・水着・マリンスポーツ","300000215","男性用水着・ビーチショーツ"
"100000008","スポーツ","200000069","水泳・水着・マリンスポーツ","300000216","女性用水着・ビキニ"
"100000008","スポーツ","200000069","水泳・水着・マリンスポーツ","300000217","ビーチウェア"
"100000008","スポーツ","200000069","水泳・水着・マリンスポーツ","300000218","水泳・水遊び用品"
"100000008","スポーツ","200000069","水泳・水着・マリンスポーツ","300000219","マリンスポーツウェア"
"100000008","スポーツ","200000069","水泳・水着・マリンスポーツ","300000220","マリンスポーツ用品"
"100000008","スポーツ","200000070","フィットネス・ヨガ","300000221","フィットネスウエア・ボトムス"
"100000008","スポーツ","200000070","フィットネス・ヨガ","300000222","フィットネス器具・小物"
"100000008","スポーツ","200000071","球技スポーツ","300000223","サッカー"
"100000008","スポーツ","200000071","球技スポーツ","300000224","野球"
"100000045","アウトドア","200000074","登山用品","300000238","登山靴・トレッキング靴"
"100000045","アウトドア","200000074","登山用品","300000239","登山用品・小物"
"100000045","アウトドア","200000487","キャンプ用品","300000240","キャンプ用品・小物"
"100000045","アウトドア","200000488","フィッシング用品","300000241","フィッシング用品・小物"
"100000045","アウトドア","200000488","フィッシング用品","300000242","フィッシングウェア"
"100000045","アウトドア","200000075","スノーボード・スキー","300000243","スノーボード用品・小物"
"100000045","アウトドア","200000075","スノーボード・スキー","300000244","スキー用品・小物"
"100000045","アウトドア","200000075","スノーボード・スキー","300000245","スノーボード・スキーウエア"
"100000045","アウトドア","200000075","スノーボード・スキー","300000246","その他ウインタースポーツ"
"100000054","自転車、電動ボード、ドローン","200000076","自転車本体","300000247","折り畳み自転車"
"100000054","自転車、電動ボード、ドローン","200000076","自転車本体","300000248","マウンテンバイク"
"100000054","自転車、電動ボード、ドローン","200000076","自転車本体","300000249","シティ・ロードサイクル"
"100000052","スマホ本体・アクセサリー","220000017","モバイルバッテリー","300000364","その他モバイルバッテリー"
"100000010","パソコン・ゲーム","200000482","ゲーム機・ソフト・アクセサリ","300000365","PS2"
"100000010","パソコン・ゲーム","200000482","ゲーム機・ソフト・アクセサリ","300000366","PS3"
"100000010","パソコン・ゲーム","200000482","ゲーム機・ソフト・アクセサリ","300000367","PSP"
"100000010","パソコン・ゲーム","200000482","ゲーム機・ソフト・アクセサリ","300000368","X-BOX"
"100000010","パソコン・ゲーム","200000482","ゲーム機・ソフト・アクセサリ","300000369","Wii"
"100000010","パソコン・ゲーム","200000482","ゲーム機・ソフト・アクセサリ","300000370","PCゲーム"
"100000010","パソコン・ゲーム","200000482","ゲーム機・ソフト・アクセサリ","300000371","Nintendo DS"
"100000010","パソコン・ゲーム","200000482","ゲーム機・ソフト・アクセサリ","300000372","その他ゲーム"
"100000015","ベビー・マタニティ","200000112","ベビートイレ・オムツ","300000373","オムツ"
"100000015","ベビー・マタニティ","200000112","ベビートイレ・オムツ","300000374","お尻拭き・オムツ関連用品"
"100000015","ベビー・マタニティ","200000113","ベビーお風呂用品・スキンケア","300000376","ベビースキンケア"
"100000015","ベビー・マタニティ","200000113","ベビーお風呂用品・スキンケア","300000377","ベビーヘルスケア"
"100000015","ベビー・マタニティ","200000116","産前・産後小物","300000389","その他　産前・産後小物"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000390","よだれかけ"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000391","アフガン（おくるみ）"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000392","ブラウス・シャツ"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000393","セーター・カーディガン"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000394","長ズボン・パンツ"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000395","スカート・ワンピース"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000396","ロンパース・上下セット"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000397","帽子・手袋"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000398","水着"
"100000015","ベビー・マタニティ","200000117","ベビー服","300000399","ベビー靴・靴下"
"100000020","食品","200000158","調味料・ソース・油","300003212","ドレッシング"
"100000020","食品","200000158","調味料・ソース・油","300003213","中華調味料"
"100000020","食品","200000158","調味料・ソース・油","300003214","スパイス"
"100000020","食品","200000158","調味料・ソース・油","300003215","ルー・ペースト"
"100000020","食品","200000561","ジャム・シロップ","300003216","シロップ"
"100000020","食品","200000561","ジャム・シロップ","300003217","パン"
"100000020","食品","200000561","ジャム・シロップ","300003218","蜂蜜"
"100000020","食品","200000160","乾物・粉類","300003219","粉類"
"100000020","食品","200000159","缶詰・瓶詰","300003220","瓶詰"
"100000020","食品","200000157","キムチ・漬け物・梅干し","300003221","キムチ"
"100000020","食品","200000161","チーズ・乳製品","300003222","チーズ"
"100000020","食品","200000161","チーズ・乳製品","300003223","ヨーグルト"
"100000020","食品","200000154","ラーメン・麺類","300003224","そうめん"
"100000020","食品","200000154","ラーメン・麺類","300003225","インスタントラーメン"
"100000020","食品","200000154","ラーメン・麺類","300003226","海外インスタント麺"
"100000020","食品","200000154","ラーメン・麺類","300003227","カップ麺"
"100000040","ペット用品","200000148","猫用品","300003401","その他猫用品"
"100000040","ペット用品","200000475","犬用品","300003402","ドッグ療法食・ 医薬品"
"100000020","食品","200000152","果物","300003403","さくらんぼ・ぶどう"
"100000020","食品","200000152","果物","300003404","マンゴー・パイナップル"
"100000020","食品","200000152","果物","300003405","キウイ・レモン"
"100000020","食品","200000152","果物","300003406","ギフトセット"
"100000026","ホビー・コスプレ","200000213","趣味・コレクション","320000045","アダルトグッズ"
"120000004","本・雑誌・コミック","220000011","本","320000047","美容・ダイエット・健康"
